measuredElement,measuredItemCPC,geographicAreaM49,timePointYears,Value,flagObservationStatus,flagMethod
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),1993,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),1994,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),1995,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),1996,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),1997,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),1998,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),1999,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2000,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2001,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2002,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2003,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2004,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2005,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2006,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2007,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2008,0,M,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2009,1022.43994,I,-
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2010,14377.21518,I,i
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2011,13940.92485,I,i
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2012,6969.622814,I,i
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2013,7013.143504,I,i
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2014,8090.88,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2015,8672.78,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2016,8665.85,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2017,10055.49,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2018,9028.99,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2019,8450.32,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2020,7580.38,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2021,7793.82,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2022,5089.3,I,c
Production (t) (5510),Lard Stearine and Lard Oil (21529.02),Italy (380),2023,7662.29,I,c
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1990,27200,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1991,27200,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1992,40000,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1993,46400,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1994,54400,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1995,55200,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1996,34400,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1997,51200,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1998,51200,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),1999,82400,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2000,128800,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2001,152800,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2002,172800,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2003,183200,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2004,193600,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2005,197600,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2006,188000,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2007,158400,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2008,194400,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2009,189600,I,-
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2010,1218570,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2011,1213010,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2012,1139980,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2013,1138530,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2014,1068760,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2015,1030610,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2016,994070,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2017,978010,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2018,993280,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2019,886530,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2020,916720,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2021,828710,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2022,819900,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",France (250),2023,760640,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2010,270600,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2011,271200,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2012,272950,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2013,264550,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2014,265110,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2015,264530,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2016,253280,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2017,255000,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2018,215620,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2019,183350,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2020,211830,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2021,210880,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2022,212220,"",h
Production (t) (5510),"Yoghurt, with additives (22230.02)",Italy (380),2023,205310,"",h
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1990,350610,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1991,284580,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1992,277140,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1993,306900,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1994,365490,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1995,349680,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1996,388740,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1997,360840,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1998,371070,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),1999,356190,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2000,381300,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2001,358980,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2002,364560,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2003,354330,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2004,303180,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2005,338520,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2006,353400,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2007,377580,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2008,439890,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2009,459420,I,-
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2010,542592.97,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2011,538145.02,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2012,540448.62,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2013,558717.82,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2014,561977.57,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2015,566087.91,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2016,609166.67,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2017,576666.67,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2018,587333.33,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2019,629545.96,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2020,621799.89,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2021,614885.78,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2022,562813.64,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",France (250),2023,549122.73,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2014,1693172.83,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2015,1842917.98,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2016,1711126.48,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2017,1914131.29,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2018,176432.48,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2019,185278.94,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2020,189032.16,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2021,188300,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2022,188920,I,c
Production (t) (5510),"Buttermilk, curdled and acidified milk (22230.03)",Italy (380),2023,188800,I,c
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1990,31000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1991,25500,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1992,24580,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1993,27420,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1994,32628,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1995,31000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1996,34000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1997,30413,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1998,31000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),1999,29215,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2000,31363,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2001,30117,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2002,31875,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2003,31570,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2004,31000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2005,32000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2006,30000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2007,30000,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2008,30000,E,f
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2009,27100,"",-
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2010,27040,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2011,26440,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2012,27390,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2013,23150,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2014,28080,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2015,29270,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2016,30330,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2017,31100,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2018,29450,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2019,26220,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2020,26240,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2021,28470,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2022,26750,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",France (250),2023,23770,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2015,0,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2016,0,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2017,0,E,f
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2018,0,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2019,0,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2020,0,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2021,0,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2022,0,"",h
Production (t) (5510),"Buttermilk, dry (22230.04)",Italy (380),2023,0,"",h
Production (t) (5510),Casein (22260),France (250),1990,27400,"",-
Production (t) (5510),Casein (22260),France (250),1991,32449,"",-
Production (t) (5510),Casein (22260),France (250),1992,40560,"",-
Production (t) (5510),Casein (22260),France (250),1993,28000,"",-
Production (t) (5510),Casein (22260),France (250),1994,26082,"",-
Production (t) (5510),Casein (22260),France (250),1995,38000,"",-
Production (t) (5510),Casein (22260),France (250),1996,35379,"",-
Production (t) (5510),Casein (22260),France (250),1997,33700,"",-
Production (t) (5510),Casein (22260),France (250),1998,39600,"",-
Production (t) (5510),Casein (22260),France (250),1999,35464,"",-
Production (t) (5510),Casein (22260),France (250),2000,44615,"",-
Production (t) (5510),Casein (22260),France (250),2001,48257,"",-
Production (t) (5510),Casein (22260),France (250),2002,37622,"",-
Production (t) (5510),Casein (22260),France (250),2003,45057,"",-
Production (t) (5510),Casein (22260),France (250),2004,49400,"",-
Production (t) (5510),Casein (22260),France (250),2005,54200,"",-
Production (t) (5510),Casein (22260),France (250),2006,43000,"",-
